Abbreviation,Description,Neutral formula,Charged formula,Charge,Compartment,KEGG ID,PubChem ID,ChEBI ID,InChI string,SMILES
m02240[l],"keratan sulfate I, degradation product 12",C174H279N12O153S9,C174H279N12O153S9,0,l,,,,,
m02241[l],"keratan sulfate I, degradation product 13",C174H280N12O150S8,C174H280N12O150S8,0,l,,,,,
m02242[l],"keratan sulfate I, degradation product 14",C166H267N11O145S8,C166H267N11O145S8,0,l,,,,,
m02243[l],"keratan sulfate I, degradation product 15",C160H257N11O140S8,C160H257N11O140S8,0,l,,,,,
m02244[l],"keratan sulfate I, degradation product 16",C160H258N11O137S7,C160H258N11O137S7,0,l,,,,,
m02245[l],"keratan sulfate I, degradation product 17",C152H245N10O132S7,C152H245N10O132S7,0,l,,,,,
m02246[l],"keratan sulfate I, degradation product 18",C146H235N10O127S7,C146H235N10O127S7,0,l,,,,,
m02247[l],"keratan sulfate I, degradation product 19",C146H236N10O124S6,C146H236N10O124S6,0,l,,,,,
m02248[l],"keratan sulfate I, degradation product 2",C241H384N17O210S12,C241H384N17O210S12,0,l,,,,,
m02249[l],"keratan sulfate I, degradation product 20",C138H223N9O119S6,C138H223N9O119S6,0,l,,,,,
m02250[l],"keratan sulfate I, degradation product 21",C132H213N9O114S6,C132H213N9O114S6,0,l,,,,,
m02251[l],"keratan sulfate I, degradation product 22",C132H214N9O111S5,C132H214N9O111S5,0,l,,,,,
m02252[l],"keratan sulfate I, degradation product 23",C124H201N8O106S5,C124H201N8O106S5,0,l,,,,,
m02253[l],"keratan sulfate I, degradation product 24",C118H191N8O101S5,C118H191N8O101S5,0,l,,,,,
m02254[l],"keratan sulfate I, degradation product 25",C118H192N8O98S4,C118H192N8O98S4,0,l,,,,,
m02255[l],"keratan sulfate I, degradation product 26",C110H179N7O93S4,C110H179N7O93S4,0,l,,,,,
m02256[l],"keratan sulfate I, degradation product 27",C104H169N7O88S4,C104H169N7O88S4,0,l,,,,,
m02257[l],"keratan sulfate I, degradation product 28",C104H170N7O85S3,C104H170N7O85S3,0,l,,,,,
m02258[l],"keratan sulfate I, degradation product 29",C96H157N6O80S3,C96H157N6O80S3,0,l,,,,,
m02259[l],"keratan sulfate I, degradation product 3",C233H371N16O205S12,C233H371N16O205S12,0,l,,,,,
m02260[l],"keratan sulfate I, degradation product 30",C90H147N6O75S3,C90H147N6O75S3,0,l,,,,,
m02261[l],"keratan sulfate I, degradation product 31",C90H148N6O72S2,C90H148N6O72S2,0,l,,,,,
m02262[l],"keratan sulfate I, degradation product 32",C82H135N5O67S2,C82H135N5O67S2,0,l,,,,,
m02263[l],"keratan sulfate I, degradation product 33",C76H125N5O62S2,C76H125N5O62S2,0,l,,,,,
m02264[l],"keratan sulfate I, degradation product 34",C76H126N5O59S1,C76H126N5O59S1,0,l,,,,,
m02265[l],"keratan sulfate I, degradation product 35",C68H113N4O54S1,C68H113N4O54S1,0,l,,,,,
m02266[l],"keratan sulfate I, degradation product 36",C62H103N4O49S1,C62H103N4O49S1,0,l,,,,,
m02267[l],"keratan sulfate I, degradation product 37",C62H104N4O46,C62H104N4O46,0,l,,,,,
m02268[l],"keratan sulfate I, degradation product 38",C54H91N3O41,C54H91N3O41,0,l,,,,,
m02269[l],"keratan sulfate I, degradation product 39",C48H81N3O36,C48H81N3O36,0,l,,,,,
m02270[l],"keratan sulfate I, degradation product 4",C222H355N15O197S12,C222H355N15O197S12,0,l,,,,,
m02271[l],"keratan sulfate I, degradation product 40",C40H68N2O31,C40H68N2O31,0,l,,,,,
m02272[l],"keratan sulfate I, degradation product 41",C34H58N2O26,C34H58N2O26,0,l,,,,,
m02273[l],"keratan sulfate I, degradation product 5",C222H356N15O194S11,C222H356N15O194S11,0,l,,,,,
m02274[l],"keratan sulfate I, degradation product 6",C210H336N15O184S11,C210H336N15O184S11,0,l,,,,,
m02275[l],"keratan sulfate I, degradation product 7",C210H337N15O181S10,C210H337N15O181S10,0,l,,,,,
m02276[l],"keratan sulfate I, degradation product 8",C194H311N13O171S10,C194H311N13O171S10,0,l,,,,,
m02277[l],"keratan sulfate I, degradation product 9",C188H301N13O166S10,C188H301N13O166S10,0,l,,,,,
m02278[g],keratan sulfate I,C247H393N17O213S12X,C247H393N17O213S12X,0,g,,,,,
m02278[l],keratan sulfate I,C247H393N17O213S12X,C247H393N17O213S12X,0,l,,,,,
m02278[s],keratan sulfate I,C247H393N17O213S12X,C247H393N17O213S12X,0,s,,,,,
m02279[l],"keratan sulfate II (core 2-linked), degradation product 1",C70H113N5O59S3X,C70H113N5O59S3X,0,l,,,,,
m02280[l],"keratan sulfate II (core 2-linked), degradation product 2",C70H114N5O56S2X,C70H114N5O56S2X,0,l,,,,,
m02281[l],"keratan sulfate II (core 2-linked), degradation product 3",C58H94N5O46S2X,C58H94N5O46S2X,0,l,,,,,
m02282[l],"keratan sulfate II (core 2-linked), degradation product 4",C58H95N5O43SX,C58H95N5O43SX,0,l,,,,,
m02283[l],"keratan sulfate II (core 2-linked), degradation product 5",C50H82N4O38SX,C50H82N4O38SX,0,l,,,,,
m02284[l],"keratan sulfate II (core 2-linked), degradation product 6",C44H72N4O33SX,C44H72N4O33SX,0,l,,,,,
m02285[l],"keratan sulfate II (core 2-linked), degradation product 7",C44H73N4O30X,C44H73N4O30X,0,l,,,,,
m02286[l],"keratan sulfate II (core 2-linked), degradation product 8",C36H60N3O25X,C36H60N3O25X,0,l,,,,,
m02287[l],"keratan sulfate II (core 2-linked), degradation product 9",C30H50N3O20X,C30H50N3O20X,0,l,,,,,
m02288[g],keratan sulfate II (core 2-linked),C81H129N6O67S3X,C81H129N6O67S3X,0,g,,,,,
m02288[l],keratan sulfate II (core 2-linked),C81H129N6O67S3X,C81H129N6O67S3X,0,l,,,,,
m02288[s],keratan sulfate II (core 2-linked),C81H129N6O67S3X,C81H129N6O67S3X,0,s,,,,,
m02289[g],"keratan sulfate II (core 4-linked), biosynthesis, precursor 1",C36H60N3O25X,C36H60N3O25X,0,g,,,,,
m02290[g],"keratan sulfate II (core 4-linked), biosynthesis, precursor 10",C89H143N7O69S2X,C89H143N7O69S2X,0,g,,,,,
m02291[g],"keratan sulfate II (core 4-linked), biosynthesis, precursor 2",C47H76N4O33X,C47H76N4O33X,0,g,,,,,
m02292[g],"keratan sulfate II (core 4-linked), biosynthesis, precursor 3",C55H89N5O38X,C55H89N5O38X,0,g,,,,,
m02293[g],"keratan sulfate II (core 4-linked), biosynthesis, precursor 4",C61H99N5O43X,C61H99N5O43X,0,g,,,,,
m02294[g],"keratan sulfate II (core 4-linked), biosynthesis, precursor 5",C69H112N6O48X,C69H112N6O48X,0,g,,,,,
m02295[g],"keratan sulfate II (core 4-linked), biosynthesis, precursor 6",C69H111N6O51SX,C69H111N6O51SX,0,g,,,,,
m02296[g],"keratan sulfate II (core 4-linked), biosynthesis, precursor 7",C75H121N6O56SX,C75H121N6O56SX,0,g,,,,,
m02297[g],"keratan sulfate II (core 4-linked), biosynthesis, precursor 8",C83H134N7O61SX,C83H134N7O61SX,0,g,,,,,
m02298[g],"keratan sulfate II (core 4-linked), biosynthesis, precursor 9",C83H133N7O64S2X,C83H133N7O64S2X,0,g,,,,,
m02299[l],"keratan sulfate II (core 4-linked), degradation product 1",C78H126N6O64S3X,C78H126N6O64S3X,0,l,,,,,
m02300[l],"keratan sulfate II (core 4-linked), degradation product 2",C78H127N6O61S2X,C78H127N6O61S2X,0,l,,,,,
m02301[l],"keratan sulfate II (core 4-linked), degradation product 3",C66H107N6O51S2X,C66H107N6O51S2X,0,l,,,,,
m02302[l],"keratan sulfate II (core 4-linked), degradation product 4",C66H108N6O48SX,C66H108N6O48SX,0,l,,,,,
m02303[g],keratan sulfate II (core 4-linked),C89H142N7O72S3X,C89H142N7O72S3X,0,g,,,,,
m02303[l],keratan sulfate II (core 4-linked),C89H142N7O72S3X,C89H142N7O72S3X,0,l,,,,,
m02303[s],keratan sulfate II (core 4-linked),C89H142N7O72S3X,C89H142N7O72S3X,0,s,,,,,
m02304[g],"keratan sulfate II biosynthesis, precursor 1",C33H53N3O23X,C33H53N3O23X,0,g,,,,,
m02305[g],"keratan sulfate II biosynthesis, precursor 10",C81H130N6O64S2X,C81H130N6O64S2X,0,g,,,,,
m02306[g],"keratan sulfate II biosynthesis, precursor 2",C39H63N3O28X,C39H63N3O28X,0,g,,,,,
m02307[g],"keratan sulfate II biosynthesis, precursor 3",C47H76N4O33X,C47H76N4O33X,0,g,,,,,
m02308[g],"keratan sulfate II biosynthesis, precursor 4",C53H86N4O38X,C53H86N4O38X,0,g,,,,,
m02309[g],"keratan sulfate II biosynthesis, precursor 5",C61H99N5O43X,C61H99N5O43X,0,g,,,,,
m02310[g],"keratan sulfate II biosynthesis, precursor 6",C61H98N5O46SX,C61H98N5O46SX,0,g,,,,,
m02311[g],"keratan sulfate II biosynthesis, precursor 7",C67H108N5O51SX,C67H108N5O51SX,0,g,,,,,
m02312[g],"keratan sulfate II biosynthesis, precursor 8",C75H121N6O56SX,C75H121N6O56SX,0,g,,,,,
m02313[g],"keratan sulfate II biosynthesis, precursor 9",C75H120N6O59S2X,C75H120N6O59S2X,0,g,,,,,
m02314[s],kinetensin 1-3,C15H30N6O4,C15H30N6O4,0,s,,,,,
m02315[c],kinetensin 1-7,C41H65N15O9,C41H65N15O9,0,c,,,,,
m02316[c],kinetensin 1-8,C50H74N16O10,C50H74N16O10,0,c,,,,,
m02317[s],kinetensin 4-8,C35H46N10O7,C35H46N10O7,0,s,,,,,
m02318[c],kinetensin,C56H85N17O11,C56H85N17O11,0,c,,,,,
m02318[s],kinetensin,C56H85N17O11,C56H85N17O11,0,s,,,,,
m02324[l],l2n2m2mn,C54H91N3O41,C54H91N3O41,0,l,,,,,
m02330[g],lactoneotetraosylceramide,C45H79N2O23R,C45H79N2O23R,0,g,,,,,
m02331[c],lacto-N-fucopentaosyl-III-ceramide,C51H89N2O27R,C51H89N2O27R,0,c,,,,,
m02331[g],lacto-N-fucopentaosyl-III-ceramide,C51H89N2O27R,C51H89N2O27R,0,g,,,,,
m02331[s],lacto-N-fucopentaosyl-III-ceramide,C51H89N2O27R,C51H89N2O27R,0,s,,,,,
m02352[l],LDL remnant,,,0,l,,,,,
m02352[s],LDL remnant,,,0,s,,,,,
m02353[r],LDL,,,0,r,,,,,
m02353[s],LDL,,,0,s,,,,,
m02361[c],leukoaminochrome,C8H9NO2,C8H9NO2,0,c,,,,,
m02363[c],leukotriene A5,C20H28O3,C20H28O3,0,c,,,,,
m02365[c],leukotriene B5,C20H30O4,C20H30O4,0,c,,,,,
m02365[r],leukotriene B5,C20H30O4,C20H30O4,0,r,,,,,
m02367[c],leukotriene C5,C30H45N3O9S,C30H45N3O9S,0,c,,,,,
m02368[c],leukotriene D5,C25H38N2O6S,C25H38N2O6S,0,c,,,,,
m02382[c],Li+,Li,Li,0,c,,,CHEBI:49713,,
m02382[s],Li+,Li,Li,0,s,,,CHEBI:49713,,
m02388[c],linoleic-carnitine,C25H45NO4,C25H45NO4,0,c,,,,,
m02388[m],linoleic-carnitine,C25H45NO4,C25H45NO4,0,m,,,,,
m02388[r],linoleic-carnitine,C25H45NO4,C25H45NO4,0,r,,,,,
m02392[c],lipid droplet,,,0,c,,,,,
m02399[c],lipoyllysine,C14H26N2O3S2,C14H26N2O3S2,0,c,,,,,
m02410[c],L-oleoylcarnitine,C25H47NO4,C25H47NO4,0,c,,,,,
m02410[m],L-oleoylcarnitine,C25H47NO4,C25H47NO4,0,m,,,,,
m02410[r],L-oleoylcarnitine,C25H47NO4,C25H47NO4,0,r,,,,,
m02414[c],LPL,,,0,c,,,,,
m02414[l],LPL,,,0,l,,,,,
m02414[s],LPL,,,0,s,,,,,
m02422[c],lumisterol 3,C27H44O,C27H44O,0,c,,,,,
m02429[c],lysyl-proline,C11H21N3O3,C11H21N3O3,0,c,,,,,
m02430[r],m2emgacpail heparan sulfate,C53H94N2O36P2R3,C53H94N2O36P2R3,0,r,,,,,
m02431[r],m2gacpail heparan sulfate,C45H78NO28PR3,C45H78NO28PR3,0,r,,,,,
m02432[r],m3emgacpail heparan sulfate,C59H104N2O41P2R3,C59H104N2O41P2R3,0,r,,,,,
m02433[r],m3gacpail heparan sulfate,C51H88NO31PR3,C51H88NO31PR3,0,r,,,,,
m02434[c],m3gacpail_prot heparan sulfate,,,0,c,,,,,
m02434[r],m3gacpail_prot heparan sulfate,,,0,r,,,,,
m02434[s],m3gacpail_prot heparan sulfate,,,0,s,,,,,
m02441[c],malonic-dialdehyde,C3H4O2,C3H4O2,0,c,,,,,
m02445[c],maltodecaose,C60H102O51,C60H102O51,0,c,,,,,
m02445[s],maltodecaose,C60H102O51,C60H102O51,0,s,,,,,
m02448[c],maltononaose,C54H92O46,C54H92O46,0,c,,,,,
m02448[s],maltononaose,C54H92O46,C54H92O46,0,s,,,,,
m02456[c],margaric acid,C17H34O2,C17H34O2,0,c,,,CHEBI:32365;CHEBI:32366,,
m02456[l],margaric acid,C17H34O2,C17H34O2,0,l,,,CHEBI:32365;CHEBI:32366,,
m02456[r],margaric acid,C17H34O2,C17H34O2,0,r,,,CHEBI:32365;CHEBI:32366,,
m02456[s],margaric acid,C17H34O2,C17H34O2,0,s,,,CHEBI:32365;CHEBI:32366,,
m02457[c],mead acid,C20H34O2,C20H34O2,0,c,,,,,
m02457[l],mead acid,C20H34O2,C20H34O2,0,l,,,,,
m02457[r],mead acid,C20H34O2,C20H34O2,0,r,,,,,
m02457[s],mead acid,C20H34O2,C20H34O2,0,s,,,,,
m02459[c],melatonin radical,C13H17N2O3,C13H17N2O3,0,c,,,,,
m02461[r],mem2emgacpail heparan sulfate,C61H110N3O44P3R3,C61H110N3O44P3R3,0,r,,,,,
m02462[c],mem2emgacpail_prot heparan sulfate,C61H110N3O44P3R3X,C61H110N3O44P3R3X,0,c,,,,,
m02462[r],mem2emgacpail_prot heparan sulfate,C61H110N3O44P3R3X,C61H110N3O44P3R3X,0,r,,,,,
m02462[s],mem2emgacpail_prot heparan sulfate,C61H110N3O44P3R3X,C61H110N3O44P3R3X,0,s,,,,,
m02463[r],memgacpail heparan sulfate,C47H84N2O31P2R3,C47H84N2O31P2R3,0,r,,,,,
m02483[r],mgacpail heparan sulfate,C39H68NO23PR3,C39H68NO23PR3,0,r,,,,,
m02499[c],"N,N-dimethyldopaminequinone",C10H13NO2,C10H13NO2,0,c,,,,,
m02500[c],"N,N-dimethylindoliumolate",C10H11NO2,C10H11NO2,0,c,,,,,
m02502[c],"N1,N8-diacetylspermidine",C11H23N3O2,C11H23N3O2,0,c,,,,,
m02508[l],n2m2mn,C42H71N3O31,C42H71N3O31,0,l,,,,,
m02509[l],n2m2nm,C58H97N5O41,C58H97N5O41,0,l,,,,,
m02511[l],n2m2nmn,C50H84N4O36,C50H84N4O36,0,l,,,,,
m02512[g],n3m2masn,C58H96N5O40X,C58H96N5O40X,0,g,,,,,
m02515[g],n4m2masn,C66H109N6O45X,C66H109N6O45X,0,g,,,,,
m02516[c],n5m2masn,C74H122N7O50X,C74H122N7O50X,0,c,,,,,
m02516[g],n5m2masn,C74H122N7O50X,C74H122N7O50X,0,g,,,,,
m02516[s],n5m2masn,C74H122N7O50X,C74H122N7O50X,0,s,,,,,
m02520[c],N-acetyl-5-methoxykynuramine,C12H16N2O3,C12H16N2O3,0,c,,,,,
m02530[c],N-acetyl-L-alanine,C5H9NO3,C5H9NO3,0,c,,,,,
m02530[m],N-acetyl-L-alanine,C5H9NO3,C5H9NO3,0,m,,,,,
m02531[c],N-acetyl-L-asparagine,C6H10N2O4,C6H10N2O4,0,c,,,,,
m02531[m],N-acetyl-L-asparagine,C6H10N2O4,C6H10N2O4,0,m,,,,,
m02533[m],N-acetyl-L-cystathionine,C9H16N2O5S,C9H16N2O5S,0,m,,,,,
m02538[c],N-acetyl-LTE4,C25H39NO6S,C25H39NO6S,0,c,,,,,
m02538[n],N-acetyl-LTE4,C25H39NO6S,C25H39NO6S,0,n,,,,,
m02548[c],N-acetyl-S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine,C11H15N3O5S,C11H15N3O5S,0,c,,,,,
m02550[c],N-acetyl-seryl-aspartate,C9H14N2O7,C9H14N2O7,0,c,,,,,
m02551[c],N-acetyl-seryl-aspartyl-lysyl-proline,C20H33N5O9,C20H33N5O9,0,c,,,,,
m02558[m],N-arachidonoylglycine,C22H35NO3,C22H35NO3,0,m,,,,,
m02560[s],NEFA blood pool in,CHO2R,CHO2R,0,s,,,,,
m02561[s],NEFA blood pool out,CHO2R,CHO2R,0,s,,,,,
m02562[c],neocasomorphin (1-5),C29H41N5O9,C29H41N5O9,0,c,,,,,
m02563[c],neocasomorphin,C35H52N6O10,C35H52N6O10,0,c,,,,,
m02566[c],neuromedin B(1-3),C12H22N4O5,C12H22N4O5,0,c,,,,,
m02567[c],neuromedin B(4-10),C40H53N11O8S,C40H53N11O8S,0,c,,,,,
m02568[c],neuromedin B,C52H73N15O12S,C52H73N15O12S,0,c,,,,,
m02569[c],neuromedin N(1-4),C26H40N4O6,C26H40N4O6,0,c,,,,,
m02570[c],neuromedin N,C32H51N5O7,C32H51N5O7,0,c,,,,,
m02571[c],neurotensin 1-10,C57H90N18O16,C57H90N18O16,0,c,,,,,
m02572[c],neurotensin 11-13,C21H33N3O5,C21H33N3O5,0,c,,,,,
m02590[c],nitrosoperoxycarbonate,CHNO5,CHNO5,0,c,,,,,
m02591[c],nitryl-chloride,ClNO2,ClNO2,0,c,,,,,
m02597[g],nm2masn,C42H70N3O30X,C42H70N3O30X,0,g,,,,,
m02598[g],nm4masn,C54H90N3O40X,C54H90N3O40X,0,g,,,,,
m02599[c],"N-methyl-4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline",C10H13NO3,C10H13NO3,0,c,,,,,
m02603[c],N-methylsalsolinol,C11H15NO2,C11H15NO2,0,c,,,,,
m02610[c],noladin-ether,C23H40O3,C23H40O3,0,c,,,,,
m02611[c],nonadecanoylcarnitine,C26H51NO4,C26H51NO4,0,c,,,,,
m02611[m],nonadecanoylcarnitine,C26H51NO4,C26H51NO4,0,m,,,,,
m02611[r],nonadecanoylcarnitine,C26H51NO4,C26H51NO4,0,r,,,,,
m02612[c],nonadecanoyl-CoA,C40H72N7O17P3S,C40H72N7O17P3S,0,c,,,,,
m02612[m],nonadecanoyl-CoA,C40H72N7O17P3S,C40H72N7O17P3S,0,m,,,,,
m02612[r],nonadecanoyl-CoA,C40H72N7O17P3S,C40H72N7O17P3S,0,r,,,,,
m02615[c],nonanoyl-[ACP],C9H17OSR,C9H17OSR,0,c,,,,,
m02618[c],noradrenochrome,C8H7NO3,C8H7NO3,0,c,,,,,
m02619[c],noradrenochrome-O-semiquinone,C8H8NO3,C8H8NO3,0,c,,,,,
m02620[c],norepinephrine sulfate,C8H11NO6S,C8H11NO6S,0,c,,,,,
m02620[s],norepinephrine sulfate,C8H11NO6S,C8H11NO6S,0,s,,,,,
m02624[c],N-retinylidene-N-retinylethanolamine,C42H58NO,C42H58NO,0,c,,,,,
m02632[c],O2-4a-cyclic-tetrahydrobiopterin,C9H13N5O3,C9H13N5O3,0,c,,,,,
m02632[n],O2-4a-cyclic-tetrahydrobiopterin,C9H13N5O3,C9H13N5O3,0,n,,,,,
m02636[c],ocosatetraenoylcarnitine,C29H49NO4,C29H49NO4,0,c,,,,,
m02636[m],ocosatetraenoylcarnitine,C29H49NO4,C29H49NO4,0,m,,,,,
m02636[r],ocosatetraenoylcarnitine,C29H49NO4,C29H49NO4,0,r,,,,,
m02637[c],octadecatrienoylcarnitine,C25H43NO4,C25H43NO4,0,c,,,,,
m02637[m],octadecatrienoylcarnitine,C25H43NO4,C25H43NO4,0,m,,,,,
m02637[r],octadecatrienoylcarnitine,C25H43NO4,C25H43NO4,0,r,,,,,
m02638[c],octadecenoylcarnitine(11),C25H47NO4,C25H47NO4,0,c,,,,,
m02638[m],octadecenoylcarnitine(11),C25H47NO4,C25H47NO4,0,m,,,,,
m02638[r],octadecenoylcarnitine(11),C25H47NO4,C25H47NO4,0,r,,,,,
m02639[c],octadecenoylcarnitine(5),C25H47NO4,C25H47NO4,0,c,,,,,
m02639[m],octadecenoylcarnitine(5),C25H47NO4,C25H47NO4,0,m,,,,,
m02639[r],octadecenoylcarnitine(5),C25H47NO4,C25H47NO4,0,r,,,,,
m02640[c],octadecenoylcarnitine(7),C25H47NO4,C25H47NO4,0,c,,,,,
m02640[m],octadecenoylcarnitine(7),C25H47NO4,C25H47NO4,0,m,,,,,
m02640[r],octadecenoylcarnitine(7),C25H47NO4,C25H47NO4,0,r,,,,,
m02641[c],octanoate radical,C8H15O2,C8H15O2,0,c,,,,,
m02648[c],omega-3-arachidonic acid,C20H32O2,C20H32O2,0,c,,,,,
m02648[l],omega-3-arachidonic acid,C20H32O2,C20H32O2,0,l,,,,,
m02648[r],omega-3-arachidonic acid,C20H32O2,C20H32O2,0,r,,,,,
m02648[s],omega-3-arachidonic acid,C20H32O2,C20H32O2,0,s,,,,,
m02649[m],omega-carboxy-trinor-LTB4,C18H26O6,C18H26O6,0,m,,,,,
m02649[p],omega-carboxy-trinor-LTB4,C18H26O6,C18H26O6,0,p,,,,,
m02650[p],omega-COOH-dinor-LTE4-CoA,C42H65N8O22P3S2,C42H65N8O22P3S2,0,p,,,,,
m02651[p],omega-COOH-tetranor-LTE3,C19H24NO7S,C19H24NO7S,0,p,,,,,
m02652[p],omega-COOH-tetranor-LTE3-CoA,C40H58N8O22P3S2,C40H58N8O22P3S2,0,p,,,,,
m02654[c],O-methylhippurate,C10H11NO3,C10H11NO3,0,c,,,,,
m02667[c],oxo-xanthurenate,C10H7NO4,C10H7NO4,0,c,,,,,
m02668[c],oxytocin 1-8,C40H60N10O12S2,C40H60N10O12S2,0,c,,,,,
m02676[c],palmitoleoyl-carnitine,C23H43NO4,C23H43NO4,0,c,,,,,
m02676[m],palmitoleoyl-carnitine,C23H43NO4,C23H43NO4,0,m,,,,,
m02676[r],palmitoleoyl-carnitine,C23H43NO4,C23H43NO4,0,r,,,,,
m02687[c],pentadecanoyl-[ACP],C15H29OSR,C15H29OSR,0,c,,,,,
m02688[c],pentadecanoylcarnitine,C22H43NO4,C22H43NO4,0,c,,,,,
m02688[m],pentadecanoylcarnitine,C22H43NO4,C22H43NO4,0,m,,,,,
m02688[r],pentadecanoylcarnitine,C22H43NO4,C22H43NO4,0,r,,,,,
m02689[c],pentadecanoyl-CoA,C36H64N7O17P3S,C36H64N7O17P3S,0,c,,,,,
m02689[m],pentadecanoyl-CoA,C36H64N7O17P3S,C36H64N7O17P3S,0,m,,,,,
m02689[r],pentadecanoyl-CoA,C36H64N7O17P3S,C36H64N7O17P3S,0,r,,,,,
m02691[c],pentaglutamyl-folate(DHF),C39H47N11O18,C39H47N11O18,0,c,,,,,
m02691[l],pentaglutamyl-folate(DHF),C39H47N11O18,C39H47N11O18,0,l,,,,,
m02691[m],pentaglutamyl-folate(DHF),C39H47N11O18,C39H47N11O18,0,m,,,,,
m02691[s],pentaglutamyl-folate(DHF),C39H47N11O18,C39H47N11O18,0,s,,,,,
m02693[c],pentanoyl-[ACP],C5H9OSR,C5H9OSR,0,c,,,,,
m02695[c],pentyl radical,C5H11,C5H11,0,c,,,,,
m02698[r],peptide sans lysine,RNHCOR,RNHCOR,0,r,,,,,
m02715[m],PG-CL pool,C8H13O10PR2,C8H13O10PR2,0,m,,,,,
m02716[c],PGH3,C20H30O5,C20H30O5,0,c,,,,,
m02716[n],PGH3,C20H30O5,C20H30O5,0,n,,,,,
m02717[m],PGP-CL pool,C8H14O13P2R2,C8H14O13P2R2,0,m,,,,,
m02745[c],physeteric acid,C14H26O2,C14H26O2,0,c,,,,,
m02745[l],physeteric acid,C14H26O2,C14H26O2,0,l,,,,,
m02745[r],physeteric acid,C14H26O2,C14H26O2,0,r,,,,,
m02745[s],physeteric acid,C14H26O2,C14H26O2,0,s,,,,,
m02753[c],plasminogen,,,0,c,,,,,
m02753[l],plasminogen,,,0,l,,,,,
m02753[s],plasminogen,,,0,s,,,,,
m02757[c],PPARA,,,0,c,,,,,
m02757[l],PPARA,,,0,l,,,,,
m02757[n],PPARA,,,0,n,,,,,
m02766[p],pristanic acid,C19H38O2,C19H38O2,0,p,,,CHEBI:51340,,
m02773[c],propanoyl-[ACP],C3H5OSR,C3H5OSR,0,c,,,,,
m02791[c],prostaglandin G1,C20H34O6,C20H34O6,0,c,,,,,
m02791[r],prostaglandin G1,C20H34O6,C20H34O6,0,r,,,,,
m02793[c],prostaglandin H1,C20H34O5,C20H34O5,0,c,,,,,
m02793[r],prostaglandin H1,C20H34O5,C20H34O5,0,r,,,,,
m02797[c],prostaglandin-PGB2-glyceryl ester,C23H36O6,C23H36O6,0,c,,,,,
m02798[c],prostaglandin-PGE2-1-glyceryl ester,C23H38O7,C23H38O7,0,c,,,,,
m02799[c],prostaglandin-PGE2-3-glyceryl ester,C23H38O7,C23H38O7,0,c,,,,,
m02800[c],prostaglandin-PGE2-glyceryl ester,C23H38O7,C23H38O7,0,c,,,,,
m02802[c],prothrombin,,,0,c,,,,,
m02802[l],prothrombin,,,0,l,,,,,
m02802[s],prothrombin,,,0,s,,,,,
m02811[c],putreanine,C7H16N2O2,C7H16N2O2,0,c,,,,,
m02824[c],rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate,C26H36O9,C26H36O9,0,c,,,,,
m02824[r],rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate,C26H36O9,C26H36O9,0,r,,,,,
m02825[c],rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate,C28H40O9,C28H40O9,0,c,,,,,
m02825[r],rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate,C28H40O9,C28H40O9,0,r,,,,,
m02826[c],"rac-5,6-epoxy-retinoyl-beta-D-glucuronide",C26H36O9,C26H36O9,0,c,,,,,
m02826[r],"rac-5,6-epoxy-retinoyl-beta-D-glucuronide",C26H36O9,C26H36O9,0,r,,,,,
m02835[c],retinoyl-CoA,C41H62N7O17P3S,C41H62N7O17P3S,0,c,,,,,
m02851[c],S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione,C30H51N3O10S,C30H51N3O10S,0,c,,,,,
m02852[c],"S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione",C30H49N3O10S,C30H49N3O10S,0,c,,,,,
m02859[c],S-(9-deoxy-delta12-PGD2)-glutathione,C30H49N3O10S,C30H49N3O10S,0,c,,,,,
m02860[c],"S-(9-deoxy-delta9,12-PGD2)-glutathione",C30H47N3O10S,C30H47N3O10S,0,c,,,,,
m02863[c],S-(PGA2)-glutathione,C30H47N3O10S,C30H47N3O10S,0,c,,,,,
m02864[c],S-(PGJ2)-glutathione,C30H47N3O10S,C30H47N3O10S,0,c,,,,,
m02865[c],S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate,C9H12N2O5S,C9H12N2O5S,0,c,,,,,
m02866[c],S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione,C16H23N5O8S,C16H23N5O8S,0,c,,,,,
m02867[c],S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine,C9H13N3O4S,C9H13N3O4S,0,c,,,,,
m02874[c],salsoline-1-carboxylate,C12H15NO4,C12H15NO4,0,c,,,,,
m02876[c],salsolinol-1-carboxylate,C11H13NO4,C11H13NO4,0,c,,,,,
m02878[m],S-aminomethyldihydrolipoamide,C9H20N2OS2,C9H20N2OS2,0,m,,,CHEBI:50622,,
m02900[c],S-glutathionyl-2-4-dinitrobenzene,C16H19N5O10S,C16H19N5O10S,0,c,,,,,
