Abbreviation,Description,Neutral formula,Charged formula,Charge,Compartment,KEGG ID,PubChem ID,ChEBI ID,InChI string,SMILES
m01794[r],"estrone-3,4-semiquinone",C18H20O3,C18H20O3,0,r,,,,,
m01801[g],F1alpha,C22H37N2O15X,C22H37N2O15X,0,g,,,,,
m01801[l],F1alpha,C22H37N2O15X,C22H37N2O15X,0,l,,,,,
m01816[n],fatty acid-ligands,,,0,n,,,,,
m01844[c],fructose-3-phosphate,C6H13O9P,C6H13O9P,0,c,,,,,
m01846[c],fructoseglycine,C8H15NO7,C8H15NO7,0,c,,,CHEBI:24108,,
m01847[c],fructoseglycine-ketone-3-phosphate,C8H16NO10P,C8H16NO10P,0,c,,,,,
m01848[c],fructoselysine-3-phosphate,C12H25N2O10P,C12H25N2O10P,0,c,,,,,
m01851[c],fucfuc132galacglcgal14acglcgalgluside heparan sulfate,C71H122N3O41R,C71H122N3O41R,0,c,,,,,
m01851[g],fucfuc132galacglcgal14acglcgalgluside heparan sulfate,C71H122N3O41R,C71H122N3O41R,0,g,,,,,
m01851[s],fucfuc132galacglcgal14acglcgalgluside heparan sulfate,C71H122N3O41R,C71H122N3O41R,0,s,,,,,
m01852[c],fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate,C91H155N4O55R,C91H155N4O55R,0,c,,,,,
m01852[g],fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate,C91H155N4O55R,C91H155N4O55R,0,g,,,,,
m01852[s],fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate,C91H155N4O55R,C91H155N4O55R,0,s,,,,,
m01853[c],fucfucfucgalacglcgal14acglcgalgluside heparan sulfate,C77H132N3O45R,C77H132N3O45R,0,c,,,,,
m01853[g],fucfucfucgalacglcgal14acglcgalgluside heparan sulfate,C77H132N3O45R,C77H132N3O45R,0,g,,,,,
m01853[s],fucfucfucgalacglcgal14acglcgalgluside heparan sulfate,C77H132N3O45R,C77H132N3O45R,0,s,,,,,
m01854[g],fucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate,C85H145N4O51R,C85H145N4O51R,0,g,,,,,
m01855[g],fucfucgalacglcgal14acglcgalgluside heparan sulfate,C71H122N3O41R,C71H122N3O41R,0,g,,,,,
m01856[g],fucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate,C85H145N4O51R,C85H145N4O51R,0,g,,,,,
m01857[g],fucgalacgalfucgalacglcgal14acglcgalgluside heparan sulfate,C85H145N4O51R,C85H145N4O51R,0,g,,,,,
m01858[g],fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate,C79H135N4O47R,C79H135N4O47R,0,g,,,,,
m01859[c],fucgalfucgalacglcgalgluside heparan sulfate,C63H109N2O36R,C63H109N2O36R,0,c,,,,,
m01859[g],fucgalfucgalacglcgalgluside heparan sulfate,C63H109N2O36R,C63H109N2O36R,0,g,,,,,
m01859[s],fucgalfucgalacglcgalgluside heparan sulfate,C63H109N2O36R,C63H109N2O36R,0,s,,,,,
m01861[c],fucosyl-galactosylgloboside,C57H99N2O32R,C57H99N2O32R,0,c,,,,,
m01861[g],fucosyl-galactosylgloboside,C57H99N2O32R,C57H99N2O32R,0,g,,,,,
m01861[s],fucosyl-galactosylgloboside,C57H99N2O32R,C57H99N2O32R,0,s,,,,,
m01907[g],galacgalfuc12gal14acglcgalgluside heparan sulfate,C65H112N3O37R,C65H112N3O37R,0,g,,,,,
m01908[g],galacgalfucgalacglcgal14acglcgalgluside heparan sulfate,C79H135N4O47R,C79H135N4O47R,0,g,,,,,
m01914[c],galfuc12gal14acglcgalgluside heparan sulfate,C57H99N2O32R,C57H99N2O32R,0,c,,,,,
m01914[g],galfuc12gal14acglcgalgluside heparan sulfate,C57H99N2O32R,C57H99N2O32R,0,g,,,,,
m01914[s],galfuc12gal14acglcgalgluside heparan sulfate,C57H99N2O32R,C57H99N2O32R,0,s,,,,,
m01915[c],galfucgalacglcgal14acglcgalgluside heparan sulfate,C71H122N3O42R,C71H122N3O42R,0,c,,,,,
m01915[g],galfucgalacglcgal14acglcgalgluside heparan sulfate,C71H122N3O42R,C71H122N3O42R,0,g,,,,,
m01915[s],galfucgalacglcgal14acglcgalgluside heparan sulfate,C71H122N3O42R,C71H122N3O42R,0,s,,,,,
m01916[c],galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate,C97H165N4O61R,C97H165N4O61R,0,c,,,,,
m01916[g],galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate,C97H165N4O61R,C97H165N4O61R,0,g,,,,,
m01916[s],galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate,C97H165N4O61R,C97H165N4O61R,0,s,,,,,
m01917[c],galgalgalthcrm heparan sulfate,C55H96NO33R,C55H96NO33R,0,c,,,,,
m01917[g],galgalgalthcrm heparan sulfate,C55H96NO33R,C55H96NO33R,0,g,,,,,
m01917[s],galgalgalthcrm heparan sulfate,C55H96NO33R,C55H96NO33R,0,s,,,,,
m01918[g],galgalthcrm heparan sulfate,C49H86NO28R,C49H86NO28R,0,g,,,,,
m01919[c],gal-glcnac-gal-globoside,C65H112N3O38R,C65H112N3O38R,0,c,,,,,
m01919[g],gal-glcnac-gal-globoside,C65H112N3O38R,C65H112N3O38R,0,g,,,,,
m01919[s],gal-glcnac-gal-globoside,C65H112N3O38R,C65H112N3O38R,0,s,,,,,
m01920[g],galthcrm heparan sulfate,C43H76NO23R,C43H76NO23R,0,g,,,,,
m01923[c],gamma-carboxyethyl-hydroxychroman,C15H20O4,C15H20O4,0,c,,,,,
m01923[m],gamma-carboxyethyl-hydroxychroman,C15H20O4,C15H20O4,0,m,,,,,
m01924[c],gamma-CEHC-glucuronide,C21H28O10,C21H28O10,0,c,,,,,
m01928[c],gamma-glutamylglutathione,C15H24N4O9S,C15H24N4O9S,0,c,,,,,
m01930[c],gamma-L-glutamyl-L-alanine,C8H14N2O5,C8H14N2O5,0,c,,,,,
m01931[c],gamma-L-glutamyl-L-alpha-aminobutyrate,C9H16N2O5,C9H16N2O5,0,c,,,,,
m01933[c],gamma-linolenoylcarnitine,C25H43NO4,C25H43NO4,0,c,,,,,
m01933[m],gamma-linolenoylcarnitine,C25H43NO4,C25H43NO4,0,m,,,,,
m01933[r],gamma-linolenoylcarnitine,C25H43NO4,C25H43NO4,0,r,,,,,
m01936[c],gamma-tocopheroxyl-radical,C28H47O2,C28H47O2,0,c,,,,,
m01937[c],gamma-tocopheryl-quinone,C28H48O3,C28H48O3,0,c,,,,,
m01942[g],GD1alpha,C67H113N4O39R,C67H113N4O39R,0,g,,,,,
m01944[c],GD1beta,C67H113N4O39R,C67H113N4O39R,0,c,,,,,
m01944[g],GD1beta,C67H113N4O39R,C67H113N4O39R,0,g,,,,,
m01944[s],GD1beta,C67H113N4O39R,C67H113N4O39R,0,s,,,,,
m01954[g],"glcnac-alpha-1,4-core 1",C22H37N2O15X,C22H37N2O15X,0,g,,,,,
m01955[c],"glcnac-alpha-1,4-core 2",C30H50N3O20X,C30H50N3O20X,0,c,,,,,
m01955[g],"glcnac-alpha-1,4-core 2",C30H50N3O20X,C30H50N3O20X,0,g,,,,,
m01955[s],"glcnac-alpha-1,4-core 2",C30H50N3O20X,C30H50N3O20X,0,s,,,,,
m01956[g],glcnac-gal-globoside,C59H102N3O33R,C59H102N3O33R,0,g,,,,,
m01969[g],glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),C64H107N2O50X,C64H107N2O50X,0,g,,,,,
m01969[r],glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),C64H107N2O50X,C64H107N2O50X,0,r,,,,,
m01970[g],"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",C70H117N2O55X,C70H117N2O55X,0,g,,,,,
m01970[r],"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",C70H117N2O55X,C70H117N2O55X,0,r,,,,,
m01971[g],"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",C70H117N2O55X,C70H117N2O55X,0,g,,,,,
m01971[r],"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",C70H117N2O55X,C70H117N2O55X,0,r,,,,,
m01979[c],glutathionyl-3-hydroxykynurenine glucoside,C26H37N5O14S,C26H37N5O14S,0,c,,,,,
m01980[c],glutathionyl-leukotriene C4,C24H40O3,C24H40O3,0,c,,,,,
m01980[s],glutathionyl-leukotriene C4,C24H40O3,C24H40O3,0,s,,,,,
m01985[c],glycinamide,C2H6N2O,C2H6N2O,0,c,,,,,
m01990[c],glycogenin G11,C76H120N2O58R2,C76H120N2O58R2,0,c,,,,,
m01991[c],glycogenin G4G4,C58H90N2O43R2,C58H90N2O43R2,0,c,,,,,
m01992[c],glycogenin G4G7,C76H120N2O58R2,C76H120N2O58R2,0,c,,,,,
m01993[c],glycogenin G7,C52H80N2O38R2,C52H80N2O38R2,0,c,,,,,
m01994[c],glycogenin G7G1,C58H90N2O43R2,C58H90N2O43R2,0,c,,,,,
m01999[c],glycolipid,C51H89N2O27R,C51H89N2O27R,0,c,,,,,
m01999[g],glycolipid,C51H89N2O27R,C51H89N2O27R,0,g,,,,,
m01999[s],glycolipid,C51H89N2O27R,C51H89N2O27R,0,s,,,,,
m02001[c],glycophosphatidylinositol-(GPI)-anchored-protein-precursor,XY,XY,0,c,,,,,
m02001[r],glycophosphatidylinositol-(GPI)-anchored-protein-precursor,XY,XY,0,r,,,,,
m02001[s],glycophosphatidylinositol-(GPI)-anchored-protein-precursor,XY,XY,0,s,,,,,
m02004[c],glycoursodeoxycholate,C26H43NO5,C26H43NO5,0,c,,,,,
m02004[s],glycoursodeoxycholate,C26H43NO5,C26H43NO5,0,s,,,,,
m02009[g],GM1alpha,C56H96N3O31R,C56H96N3O31R,0,g,,,,,
m02012[c],GM2A,,,0,c,,,,,
m02012[l],GM2A,,,0,l,,,,,
m02013[l],GM2A-GM2,C50H86N3O26R,C50H86N3O26R,0,l,,,,,
m02014[g],GM2alpha,C50H86N3O26R,C50H86N3O26R,0,g,,,,,
m02017[c],GO3P,C19H39O6P,C19H39O6P,0,c,,,,,
m02017[p],GO3P,C19H39O6P,C19H39O6P,0,p,,,,,
m02018[c],GP1c,C100H164N7O63R,C100H164N7O63R,0,c,,,,,
m02018[g],GP1c,C100H164N7O63R,C100H164N7O63R,0,g,,,,,
m02018[s],GP1c,C100H164N7O63R,C100H164N7O63R,0,s,,,,,
m02019[c],GP1calpha,C100H164N7O63R,C100H164N7O63R,0,c,,,,,
m02019[g],GP1calpha,C100H164N7O63R,C100H164N7O63R,0,g,,,,,
m02019[s],GP1calpha,C100H164N7O63R,C100H164N7O63R,0,s,,,,,
m02020[r],gpi heparan sulfate,C57H106N4O42P4R3,C57H106N4O42P4R3,0,r,,,,,
m02021[r],gpi_prot heparan sulfate,C57H106N4O42P4R3X,C57H106N4O42P4R3X,0,r,,,,,
m02022[c],gpi_sig,Y,Y,0,c,,,,,
m02022[r],gpi_sig,Y,Y,0,r,,,,,
m02022[s],gpi_sig,Y,Y,0,s,,,,,
m02035[c],guanidine,CH5N3,CH5N3,0,c,,,CHEBI:42820,,
m02035[s],guanidine,CH5N3,CH5N3,0,s,,,CHEBI:42820,,
m02044[c],haptoglobin,,,0,c,,,,,
m02044[l],haptoglobin,,,0,l,,,,,
m02044[s],haptoglobin,,,0,s,,,,,
m02047[l],HDL remnant,,,0,l,,,,,
m02047[s],HDL remnant,,,0,s,,,,,
m02048[r],HDL,,,0,r,,,,,
m02048[s],HDL,,,0,s,,,,,
m02051[c],heneicosanoylcarnitine,C28H55NO4,C28H55NO4,0,c,,,,,
m02051[m],heneicosanoylcarnitine,C28H55NO4,C28H55NO4,0,m,,,,,
m02051[r],heneicosanoylcarnitine,C28H55NO4,C28H55NO4,0,r,,,,,
m02052[c],heneicosanoyl-CoA,C42H76N7O17P3S,C42H76N7O17P3S,0,c,,,,,
m02052[m],heneicosanoyl-CoA,C42H76N7O17P3S,C42H76N7O17P3S,0,m,,,,,
m02052[r],heneicosanoyl-CoA,C42H76N7O17P3S,C42H76N7O17P3S,0,r,,,,,
m02053[c],henicosanoic acid,C21H42O2,C21H42O2,0,c,,,CHEBI:39248,,
m02053[l],henicosanoic acid,C21H42O2,C21H42O2,0,l,,,CHEBI:39248,,
m02053[r],henicosanoic acid,C21H42O2,C21H42O2,0,r,,,CHEBI:39248,,
m02053[s],henicosanoic acid,C21H42O2,C21H42O2,0,s,,,CHEBI:39248,,
m02054[g],heparan sulfate proteoglycan,C79H113N5O101S12X,C79H113N5O101S12X,0,g,,,,,
m02054[l],heparan sulfate proteoglycan,C79H113N5O101S12X,C79H113N5O101S12X,0,l,,,,,
m02054[s],heparan sulfate proteoglycan,C79H113N5O101S12X,C79H113N5O101S12X,0,s,,,,,
m02055[l],"heparan sulfate, degradation product 1",C79H115N5O99S11,C79H115N5O99S11,0,l,,,,,
m02056[l],"heparan sulfate, degradation product 10",C55H80N3O70S8,C55H80N3O70S8,0,l,,,,,
m02057[l],"heparan sulfate, degradation product 11",C55H81N3O67S7,C55H81N3O67S7,0,l,,,,,
m02058[l],"heparan sulfate, degradation product 12",C55H82N3O64S6,C55H82N3O64S6,0,l,,,,,
m02059[l],"heparan sulfate, degradation product 13",C55H83N3O61S5,C55H83N3O61S5,0,l,,,,,
m02060[l],"heparan sulfate, degradation product 14",C57H84N3O62S5,C57H84N3O62S5,0,l,,,,,
m02061[l],"heparan sulfate, degradation product 15",C49H71N2O57S5,C49H71N2O57S5,0,l,,,,,
m02062[l],"heparan sulfate, degradation product 16",C49H72N2O54S4,C49H72N2O54S4,0,l,,,,,
m02063[l],"heparan sulfate, degradation product 17",C43H65N2O48S4,C43H65N2O48S4,0,l,,,,,
m02064[l],"heparan sulfate, degradation product 18",C43H66N2O45S3,C43H66N2O45S3,0,l,,,,,
m02065[l],"heparan sulfate, degradation product 19",C43H67N2O42S2,C43H67N2O42S2,0,l,,,,,
m02066[l],"heparan sulfate, degradation product 2",C79H116N5O96S10,C79H116N5O96S10,0,l,,,,,
m02067[l],"heparan sulfate, degradation product 20",C45H68N2O43S2,C45H68N2O43S2,0,l,,,,,
m02068[l],"heparan sulfate, degradation product 21",C37H55NO38S2,C37H55NO38S2,0,l,,,,,
m02069[l],"heparan sulfate, degradation product 22",C37H56NO35S,C37H56NO35S,0,l,,,,,
m02070[l],"heparan sulfate, degradation product 23",C31H49NO29S,C31H49NO29S,0,l,,,,,
m02071[l],"heparan sulfate, degradation product 24",C31H50NO26,C31H50NO26,0,l,,,,,
m02072[l],"heparan sulfate, degradation product 25",C23H37O21,C23H37O21,0,l,,,,,
m02073[l],"heparan sulfate, degradation product 3",C81H117N5O97S10,C81H117N5O97S10,0,l,,,,,
m02074[l],"heparan sulfate, degradation product 4",C73H104N4O92S10,C73H104N4O92S10,0,l,,,,,
m02075[l],"heparan sulfate, degradation product 5",C67H97N4O86S10,C67H97N4O86S10,0,l,,,,,
m02076[l],"heparan sulfate, degradation product 6",C67H98N4O83S9,C67H98N4O83S9,0,l,,,,,
m02077[l],"heparan sulfate, degradation product 7",C67H99N4O80S8,C67H99N4O80S8,0,l,,,,,
m02078[l],"heparan sulfate, degradation product 8",C69H100N4O81S8,C69H100N4O81S8,0,l,,,,,
m02079[l],"heparan sulfate, degradation product 9",C61H87N3O76S8,C61H87N3O76S8,0,l,,,,,
m02082[g],"heparan sulfate, precursor 10",C79H121N5O77S4X,C79H121N5O77S4X,0,g,,,,,
m02083[g],"heparan sulfate, precursor 11",C79H121N5O77S4X,C79H121N5O77S4X,0,g,,,,,
m02084[g],"heparan sulfate, precursor 12",C79H119N5O83S6X,C79H119N5O83S6X,0,g,,,,,
m02085[g],"heparan sulfate, precursor 13",C79H116N5O92S9X,C79H116N5O92S9X,0,g,,,,,
m02086[g],"heparan sulfate, precursor 14",C79H115N5O95S10X,C79H115N5O95S10X,0,g,,,,,
m02087[g],"heparan sulfate, precursor 15",C79H114N5O98S11X,C79H114N5O98S11X,0,g,,,,,
m02088[g],"heparan sulfate, precursor 2",C37H56NO31X,C37H56NO31X,0,g,,,,,
m02089[g],"heparan sulfate, precursor 3",C45H69N2O36X,C45H69N2O36X,0,g,,,,,
m02090[g],"heparan sulfate, precursor 4",C51H76N2O42X,C51H76N2O42X,0,g,,,,,
m02091[g],"heparan sulfate, precursor 5",C59H89N3O47X,C59H89N3O47X,0,g,,,,,
m02092[g],"heparan sulfate, precursor 6",C65H96N3O53X,C65H96N3O53X,0,g,,,,,
m02093[g],"heparan sulfate, precursor 7",C73H109N4O58X,C73H109N4O58X,0,g,,,,,
m02094[g],"heparan sulfate, precursor 8",C79H116N4O64X,C79H116N4O64X,0,g,,,,,
m02095[g],"heparan sulfate, precursor 9",C87H129N5O69X,C87H129N5O69X,0,g,,,,,
m02097[c],hepoxilin A3-c,C30H49N3O10S,C30H49N3O10S,0,c,,,,,
m02097[p],hepoxilin A3-c,C30H49N3O10S,C30H49N3O10S,0,p,,,,,
m02097[r],hepoxilin A3-c,C30H49N3O10S,C30H49N3O10S,0,r,,,,,
m02099[c],heptadecanoyl-[ACP],C17H33OSR,C17H33OSR,0,c,,,,,
m02100[c],heptadecanoylcarnitine,C24H47NO4,C24H47NO4,0,c,,,,,
m02100[m],heptadecanoylcarnitine,C24H47NO4,C24H47NO4,0,m,,,,,
m02100[r],heptadecanoylcarnitine,C24H47NO4,C24H47NO4,0,r,,,,,
m02101[c],heptadecanoyl-CoA,C38H68N7O17P3S,C38H68N7O17P3S,0,c,,,,,
m02101[m],heptadecanoyl-CoA,C38H68N7O17P3S,C38H68N7O17P3S,0,m,,,,,
m02101[r],heptadecanoyl-CoA,C38H68N7O17P3S,C38H68N7O17P3S,0,r,,,,,
m02102[c],heptadecenoylcarnitine(7),C24H45NO4,C24H45NO4,0,c,,,,,
m02102[m],heptadecenoylcarnitine(7),C24H45NO4,C24H45NO4,0,m,,,,,
m02102[r],heptadecenoylcarnitine(7),C24H45NO4,C24H45NO4,0,r,,,,,
m02103[c],heptadecenoylcarnitine(8),C24H45NO4,C24H45NO4,0,c,,,,,
m02103[m],heptadecenoylcarnitine(8),C24H45NO4,C24H45NO4,0,m,,,,,
m02103[r],heptadecenoylcarnitine(8),C24H45NO4,C24H45NO4,0,r,,,,,
m02104[c],heptaglutamyl-folate(DHF),C49H68N13O24,C49H68N13O24,0,c,,,,,
m02104[l],heptaglutamyl-folate(DHF),C49H68N13O24,C49H68N13O24,0,l,,,,,
m02104[m],heptaglutamyl-folate(DHF),C49H68N13O24,C49H68N13O24,0,m,,,,,
m02104[s],heptaglutamyl-folate(DHF),C49H68N13O24,C49H68N13O24,0,s,,,,,
m02105[c],heptaglutamyl-folate(THF),C49H65N13O24,C49H65N13O24,0,c,,,,,
m02105[l],heptaglutamyl-folate(THF),C49H65N13O24,C49H65N13O24,0,l,,,,,
m02105[m],heptaglutamyl-folate(THF),C49H65N13O24,C49H65N13O24,0,m,,,,,
m02105[s],heptaglutamyl-folate(THF),C49H65N13O24,C49H65N13O24,0,s,,,,,
m02106[c],heptanoyl-[ACP],C7H13OSR,C7H13OSR,0,c,,,,,
m02107[c],heptanoyl-CoA,C28H48N7O17P3S,C28H48N7O17P3S,0,c,,,CHEBI:37283,,
m02107[m],heptanoyl-CoA,C28H48N7O17P3S,C28H48N7O17P3S,0,m,,,CHEBI:37283,,
m02109[c],hexacosanoylcarnitine,C33H65NO4,C33H65NO4,0,c,,,,,
m02109[r],hexacosanoylcarnitine,C33H65NO4,C33H65NO4,0,r,,,,,
m02110[c],hexacosanoyl-CoA,C47H86N7O17P3S,C47H86N7O17P3S,0,c,,,,,
m02110[p],hexacosanoyl-CoA,C47H86N7O17P3S,C47H86N7O17P3S,0,p,,,,,
m02110[r],hexacosanoyl-CoA,C47H86N7O17P3S,C47H86N7O17P3S,0,r,,,,,
m02111[c],hexacosenoylcarnitine,C33H63NO4,C33H63NO4,0,c,,,,,
m02111[r],hexacosenoylcarnitine,C33H63NO4,C33H63NO4,0,r,,,,,
m02112[c],hexacosenoyl-CoA,C47H84N7O17P3S,C47H84N7O17P3S,0,c,,,,,
m02112[p],hexacosenoyl-CoA,C47H84N7O17P3S,C47H84N7O17P3S,0,p,,,,,
m02112[r],hexacosenoyl-CoA,C47H84N7O17P3S,C47H84N7O17P3S,0,r,,,,,
m02117[c],hexadecenoylcarnitine(9),C23H43NO4,C23H43NO4,0,c,,,,,
m02117[m],hexadecenoylcarnitine(9),C23H43NO4,C23H43NO4,0,m,,,,,
m02117[r],hexadecenoylcarnitine(9),C23H43NO4,C23H43NO4,0,r,,,,,
m02118[c],hexaglutamyl-folate(DHF),C44H54N12O21,C44H54N12O21,0,c,,,,,
m02118[l],hexaglutamyl-folate(DHF),C44H54N12O21,C44H54N12O21,0,l,,,,,
m02118[m],hexaglutamyl-folate(DHF),C44H54N12O21,C44H54N12O21,0,m,,,,,
m02118[s],hexaglutamyl-folate(DHF),C44H54N12O21,C44H54N12O21,0,s,,,,,
m02119[c],hexaglutamyl-folate(THF),C44H54N12O21,C44H54N12O21,0,c,,,,,
m02119[l],hexaglutamyl-folate(THF),C44H54N12O21,C44H54N12O21,0,l,,,,,
m02119[m],hexaglutamyl-folate(THF),C44H54N12O21,C44H54N12O21,0,m,,,,,
m02119[s],hexaglutamyl-folate(THF),C44H54N12O21,C44H54N12O21,0,s,,,,,
m02126[c],histidyl-prolinamide,C11H17N5O2,C11H17N5O2,0,c,,,,,
m02134[c],homocysteine-thiolactone,C4H7NOS,C4H7NOS,0,c,,,,,
m02140[l],hyaluronan degradation product 1,C22H33N2O16,C22H33N2O16,0,l,,,,,
m02150[c],hydroxylated-ebastine,C32H39NO3,C32H39NO3,0,c,,,,,
m02150[r],hydroxylated-ebastine,C32H39NO3,C32H39NO3,0,r,,,,,
m02150[s],hydroxylated-ebastine,C32H39NO3,C32H39NO3,0,s,,,,,
m02153[c],hydroxy-nifedipine,C17H18N2O7,C17H18N2O7,0,c,,,,,
m02153[s],hydroxy-nifedipine,C17H18N2O7,C17H18N2O7,0,s,,,,,
m02176[c],iso-A2E(11-cis),C42H58NO,C42H58NO,0,c,,,,,
m02177[c],iso-A2E(13-cis),C42H58NO,C42H58NO,0,c,,,,,
m02178[c],"iso-A2E(9,13-di-cis)",C42H58NO,C42H58NO,0,c,,,,,
m02179[c],iso-A2E(9-cis),C42H58NO,C42H58NO,0,c,,,,,
m02181[m],isobutyrylglycine,C6H11NO3,C6H11NO3,0,m,,,,,
m02188[c],isoputreanine,C7H16N2O2,C7H16N2O2,0,c,,,,,
m02190[m],isovalerylglycine,C7H13NO3,C7H13NO3,0,m,,,,,
m02201[g],"keratan sulfate I biosynthesis, precursor 1",C79H129N5O57X,C79H129N5O57X,0,g,,,,,
m02202[g],"keratan sulfate I biosynthesis, precursor 10",C129H209N9O98S2X,C129H209N9O98S2X,0,g,,,,,
m02203[g],"keratan sulfate I biosynthesis, precursor 11",C129H208N9O101S3X,C129H208N9O101S3X,0,g,,,,,
m02204[g],"keratan sulfate I biosynthesis, precursor 12",C135H218N9O106S3X,C135H218N9O106S3X,0,g,,,,,
m02205[g],"keratan sulfate I biosynthesis, precursor 13",C143H231N10O111S3X,C143H231N10O111S3X,0,g,,,,,
m02206[g],"keratan sulfate I biosynthesis, precursor 14",C143H230N10O114S4X,C143H230N10O114S4X,0,g,,,,,
m02207[g],"keratan sulfate I biosynthesis, precursor 15",C149H240N10O119S4X,C149H240N10O119S4X,0,g,,,,,
m02208[g],"keratan sulfate I biosynthesis, precursor 16",C157H253N11O124S4X,C157H253N11O124S4X,0,g,,,,,
m02209[g],"keratan sulfate I biosynthesis, precursor 17",C157H252N11O127S5X,C157H252N11O127S5X,0,g,,,,,
m02210[g],"keratan sulfate I biosynthesis, precursor 18",C163H262N11O132S5X,C163H262N11O132S5X,0,g,,,,,
m02211[g],"keratan sulfate I biosynthesis, precursor 19",C171H275N12O137S5X,C171H275N12O137S5X,0,g,,,,,
m02212[g],"keratan sulfate I biosynthesis, precursor 2",C87H142N6O62X,C87H142N6O62X,0,g,,,,,
m02213[g],"keratan sulfate I biosynthesis, precursor 20",C171H274N12O140S6X,C171H274N12O140S6X,0,g,,,,,
m02214[g],"keratan sulfate I biosynthesis, precursor 21",C177H284N12O145S6X,C177H284N12O145S6X,0,g,,,,,
m02215[g],"keratan sulfate I biosynthesis, precursor 22",C185H297N13O150S6X,C185H297N13O150S6X,0,g,,,,,
m02216[g],"keratan sulfate I biosynthesis, precursor 23",C185H296N13O153S7X,C185H296N13O153S7X,0,g,,,,,
m02217[g],"keratan sulfate I biosynthesis, precursor 24",C191H306N13O158S7X,C191H306N13O158S7X,0,g,,,,,
m02218[g],"keratan sulfate I biosynthesis, precursor 25",C199H319N14O163S7X,C199H319N14O163S7X,0,g,,,,,
m02219[g],"keratan sulfate I biosynthesis, precursor 26",C199H318N14O166S8X,C199H318N14O166S8X,0,g,,,,,
m02220[g],"keratan sulfate I biosynthesis, precursor 27",C205H328N14O171S8X,C205H328N14O171S8X,0,g,,,,,
m02221[g],"keratan sulfate I biosynthesis, precursor 28",C213H341N15O176S8X,C213H341N15O176S8X,0,g,,,,,
m02222[g],"keratan sulfate I biosynthesis, precursor 29",C213H340N15O179S9X,C213H340N15O179S9X,0,g,,,,,
m02223[g],"keratan sulfate I biosynthesis, precursor 3",C93H152N6O67X,C93H152N6O67X,0,g,,,,,
m02224[g],"keratan sulfate I biosynthesis, precursor 30",C219H350N15O184S9X,C219H350N15O184S9X,0,g,,,,,
m02225[g],"keratan sulfate I biosynthesis, precursor 31",C227H363N16O189S9X,C227H363N16O189S9X,0,g,,,,,
m02226[g],"keratan sulfate I biosynthesis, precursor 32",C227H362N16O192S10X,C227H362N16O192S10X,0,g,,,,,
m02227[g],"keratan sulfate I biosynthesis, precursor 33",C233H372N16O197S10X,C233H372N16O197S10X,0,g,,,,,
m02228[g],"keratan sulfate I biosynthesis, precursor 34",C241H385N17O202S10X,C241H385N17O202S10X,0,g,,,,,
m02229[g],"keratan sulfate I biosynthesis, precursor 35",C241H384N17O205S11X,C241H384N17O205S11X,0,g,,,,,
m02230[g],"keratan sulfate I biosynthesis, precursor 36",C247H394N17O210S11X,C247H394N17O210S11X,0,g,,,,,
m02231[g],"keratan sulfate I biosynthesis, precursor 4",C101H165N7O72X,C101H165N7O72X,0,g,,,,,
m02232[g],"keratan sulfate I biosynthesis, precursor 5",C101H164N7O75SX,C101H164N7O75SX,0,g,,,,,
m02233[g],"keratan sulfate I biosynthesis, precursor 6",C107H174N7O80SX,C107H174N7O80SX,0,g,,,,,
m02234[g],"keratan sulfate I biosynthesis, precursor 7",C115H187N8O85SX,C115H187N8O85SX,0,g,,,,,
m02235[g],"keratan sulfate I biosynthesis, precursor 8",C115H186N8O88S2X,C115H186N8O88S2X,0,g,,,,,
m02236[g],"keratan sulfate I biosynthesis, precursor 9",C121H196N8O93S2X,C121H196N8O93S2X,0,g,,,,,
m02237[l],"keratan sulfate I, degradation product 1",C241H383N17O209S12X,C241H383N17O209S12X,0,l,,,,,
m02237[s],"keratan sulfate I, degradation product 1",C241H383N17O209S12X,C241H383N17O209S12X,0,s,,,,,
m02238[l],"keratan sulfate I, degradation product 10",C188H302N13O163S9,C188H302N13O163S9,0,l,,,,,
m02239[l],"keratan sulfate I, degradation product 11",C180H289N12O158S9,C180H289N12O158S9,0,l,,,,,
